,10,10,10
net 20% similarity (indep) (caveman),0.011297653638785252,-0.008775736445238921,-0.039141179214525285
net 25% similarity (indep) (caveman),0.005604584739963003,-0.01581699819278068,-0.0550450737224539
net 75% similarity (indep) (caveman),-0.11810021237160427,-0.02448908974485345,0.03671788771427792
net 80% similarity (indep) (caveman),0.17616551678980674,0.4881097031525672,0.2708728420580087
net 85% similarity (indep) (caveman),-0.06040544848621965,-0.11471511489355385,0.06023510456900799
net 90% similarity (indep) (caveman),-0.04069704070496649,0.0947776704250245,0.16806013525048474
net std similarity (indep) (caveman),-0.0042022984870569435,0.008203211490359519,0.06889327743204762
% susceptible (inter) (linear),0.2,0.17045454545454541,0.6886363636363636
% adopted (inter) (linear),0.19545454545454544,0.10681818181818183,0.5931818181818181
95% similarity (inter) (linear),0.7958224257542215,0.795822425754222,0.8280786712108255
5% similarity (inter) (linear),-0.24118892678151133,-0.14907119849998607,0.07128822179027514
90% similarity (inter) (linear),0.6488856845230503,0.6708203932499368,0.7938841860374445
10% similarity (inter) (linear),-0.22222222222222238,-0.14907119849998604,0.1714217879542428
85% similarity (inter) (linear),0.5387046354803917,0.5621427354360798,0.7257965464099614
15% similarity (inter) (linear),-0.1873171623163389,-0.14907119849998599,0.23063512107853823
80% similarity (inter) (linear),0.4979550016552393,0.4629100498862755,0.7163279717599775
20% similarity (inter) (linear),-0.1714985851425089,-0.1256561724875087,0.258774584753383
75% similarity (inter) (linear),0.4166305453899284,0.44999999999999984,0.6517949073958687
25% similarity (inter) (linear),-0.11135885079684354,-0.12565617248750863,0.31052950170405946
std similarity (inter) (linear),0.32710953823380545,0.3402274846838876,0.23643878896891302
PC1 percent of variance (inter) (linear),36.328912921044484,34.76848039085912,43.81808247662374
expected PC1 percent of variance (inter) (linear),20.518690369508395,23.227633302359035,19.641626864697322
expected 95% similarity (inter) (linear),0.5710233054038603,0.675954310867307,0.7283439379462178
expected 5% similarity (inter) (linear),-0.20087001341964214,-0.14747758794901014,0.18278631902524267
expected 10% similarity (inter) (linear),-0.16289170648326187,-0.1281052122285126,0.2450766167522967
expected 15% similarity (inter) (linear),-0.13047626930218295,-0.11371814789346821,0.27790862916625525
expected 20% similarity (inter) (linear),-0.0821733816578807,-0.10152447531495304,0.31839753481369315
expected 25% similarity (inter) (linear),-0.02241665632236332,-0.09230240896953103,0.34863712707939487
expected 75% similarity (inter) (linear),0.3436330837215296,0.3890595198865325,0.5714240459927717
expected 80% similarity (inter) (linear),0.38910784622480876,0.4504475437042206,0.6099075772716914
expected 85% similarity (inter) (linear),0.4318351244094425,0.49603779034660067,0.6350408210177965
expected 90% similarity (inter) (linear),0.49102247327640114,0.56958460784497,0.6743829334374073
expected std similarity (inter) (linear),0.24399329593599306,0.29166109367293047,0.16814822483160516
net PC1 percent of variance (inter) (linear),15.81022255153609,11.540847088500083,24.176455611926414
net 95% similarity (inter) (linear),0.2247991203503612,0.11986811488691507,0.09973473326460769
net 5% similarity (inter) (linear),-0.040318913361869185,-0.0015936105509759269,-0.11149809723496754
net 10% similarity (inter) (linear),-0.059330515738960504,-0.020965986271473447,-0.0736548287980539
net 15% similarity (inter) (linear),-0.05684089301415596,-0.03535305060651778,-0.04727350808771702
net 20% similarity (inter) (linear),-0.0893252034846282,-0.02413169717255567,-0.059622950060310154
net 25% similarity (inter) (linear),-0.08894219447448022,-0.0333537635179776,-0.03810762537533541
net 75% similarity (inter) (linear),0.07299746166839877,0.060940480113467366,0.0803708614030969
net 80% similarity (inter) (linear),0.2597778382982415,0.22037284954571623,0.18397660876575306
net 85% similarity (inter) (linear),0.10686951107094922,0.06610494508947917,0.09075572539216492
net 90% similarity (inter) (linear),0.15786321124664915,0.1012357854049668,0.11950125260003719
net std similarity (inter) (linear),0.08311624229781239,0.04856639101095711,0.06829056413730786
% susceptible (indep) (linear),0.07500000000000001,0.06363636363636366,0.26818181818181813
% adopted (indep) (linear),0.09318181818181817,0.06818181818181818,0.2431818181818182
95% similarity (indep) (linear),0.6282314141019583,0.6900655593423538,0.6071428571428572
5% similarity (indep) (linear),-0.1578947368421054,-0.12565617248750868,-0.24740807829188438
90% similarity (indep) (linear),0.49951243284357016,0.549169647365276,0.5072290852906151
10% similarity (indep) (linear),-0.1534829676710457,-0.12565617248750868,-0.2008341471961897
85% similarity (indep) (linear),0.4499999999999999,0.33508312663335604,0.4145598545034534
15% similarity (indep) (linear),-0.1256561724875087,-0.1256561724875086,-0.14793794569165758
80% similarity (indep) (linear),0.3350831266333563,-0.04761904761904758,0.3857583749052296
20% similarity (indep) (linear),-0.12565617248750865,-0.10000000000000003,-0.1107971037869668
75% similarity (indep) (linear),0.2608745973749754,-0.047619047619047596,0.3333470441988865
25% similarity (indep) (linear),-0.12565617248750863,-0.10000000000000003,-0.024056261216234446
std similarity (indep) (linear),0.27311120413843853,0.2609468952364304,0.2654730679294795
PC1 percent of variance (indep) (linear),27.560724489866246,25.944544288245403,24.531622937449672
expected PC1 percent of variance (indep) (linear),22.502070520606967,22.428563439193432,18.276786778270058
expected 95% similarity (indep) (linear),0.6127680819087454,0.6004674238531682,0.5261503012468222
expected 5% similarity (indep) (linear),-0.1526221800575592,-0.1339874649653945,-0.21475199214735846
expected 10% similarity (indep) (linear),-0.13336164102370782,-0.11927923672537562,-0.1473322645801966
expected 15% similarity (indep) (linear),-0.12144568084025079,-0.10882538087948325,-0.08651560519350689
expected 20% similarity (indep) (linear),-0.11055216990875236,-0.10051835522529182,-0.039501344581538686
expected 25% similarity (indep) (linear),-0.10366311959502729,-0.09258333333250982,0.004102086386017494
expected 75% similarity (indep) (linear),0.2589384004583408,-0.023971438088823883,0.3129604025845808
expected 80% similarity (indep) (linear),0.3314586141534967,0.11864625537249046,0.3482493888470726
expected 85% similarity (indep) (linear),0.4072826747794243,0.3132106639862611,0.3966278369401557
expected 90% similarity (indep) (linear),0.4866954940419502,0.4554449921507878,0.45022126467103774
expected std similarity (indep) (linear),0.26468141700085857,0.24622848361397243,0.22554186008697474
net PC1 percent of variance (indep) (linear),5.058653969259279,3.515980849051971,6.254836159179614
net 95% similarity (indep) (linear),0.015463332193212831,0.0895981354891856,0.08099255589603505
net 5% similarity (indep) (linear),-0.00527255678454619,0.008331292477885804,-0.03265608614452592
net 10% similarity (indep) (linear),-0.020121326647337873,-0.006376935762133065,-0.05350188261599309
net 15% similarity (indep) (linear),-0.004210491647257925,-0.01683079160802535,-0.06142234049815069
net 20% similarity (indep) (linear),-0.015104002578756298,0.0005183552252917834,-0.07129575920542812
net 25% similarity (indep) (linear),-0.021993052892481338,-0.007416666667490218,-0.02815834760225194
net 75% similarity (indep) (linear),0.0019361969166346027,-0.023647609530223712,0.0203866416143057
net 80% similarity (indep) (linear),0.16805381869007346,0.4305233919927855,0.15897969644354243
net 85% similarity (indep) (linear),0.042717325220575586,0.02187246264709497,0.01793201756329771
net 90% similarity (indep) (linear),0.012816938801619937,0.09372465521448814,0.05700782061957732
net std similarity (indep) (linear),0.00842978713757997,0.01471841162245796,0.03993120784250476
