,means,coef
n_exposures,0.684636009918755,1.500800826839933
in_startup_period,0.06527830977965042,-0.06974691764008373
is_link_or_spur,0.6383888071286011,-0.5091194128793181
is_spoke,0.3455839364554563,0.08025176861686883
is_in_deads,0.16045400479809688,-1.6653576046110339
n_rim_connections,1.3913876176844142,0.21914214209109423
n_existing_leads,10.352297240086285,0.05401584316983161
n_triangle_paths,0.15569622805072275,0.07160983394403339
