,surv,upper,lower,std.err,hazard
199.0,0.6906119010675941,0.7164028403397866,0.6657494513421857,0.01870678107438804,0.0010982993354154826
200.0,0.6898410981417722,0.7155782718302235,0.6650296123160342,0.018688970090835037,0.0010693199105730057
201.0,0.6894026681549936,0.7151094819639877,0.6646199649948676,0.018678979702191595,0.0010658448569850338
202.0,0.6880966677435472,0.7137144556824919,0.6633983946938689,0.01865015194245641,0.001055241241786603
203.0,0.6876686173973967,0.7132576147780916,0.6629976568981735,0.01864095700395354,0.0009448189150515937
204.0,0.6871337449197226,0.7126870874435081,0.6624966155919417,0.018629680905428374,0.0009011078490934455
205.0,0.686392621157057,0.7118971046829891,0.6618018633421874,0.018614416725052794,0.0008431810572385482
206.0,0.6858723765979757,0.7113428068263308,0.661313943805726,0.018603857446629884,0.0008438565363931088
207.0,0.6851474468892602,0.7105707151905689,0.66063378908119,0.018589323577221574,0.0008526712071055886
208.0,0.6847391019892349,0.7101360027454081,0.6602504815801724,0.018581265705717283,0.0008186700810766206
209.0,0.6843345917157395,0.7097055898646476,0.659870571844873,0.018573430125118848,0.0008275621360299919
210.0,0.6839309949611168,0.709276380700784,0.6594913049448411,0.01856576955847561,0.0008392588301510379
211.0,0.6831648316466323,0.7084620284549001,0.6587709269640242,0.018551513198531617,0.0008115467156919515
212.0,0.6830984758860124,0.7083915313268645,0.6587085067053979,0.018550300130518223,0.000870107114586582
213.0,0.6830321201253925,0.708321034198829,0.6586460864467716,0.01854908706250483,0.0008023277613140099
214.0,0.6821441498390022,0.7073782207952035,0.6578102456161766,0.01853324321527053,0.000791921883092034
215.0,0.681360236099249,0.7065467897522872,0.6570715175207591,0.018519870741705573,0.0008140864962852984
216.0,0.6805758255832846,0.7057157174901116,0.6563314984962938,0.018507098925474467,0.0008074444553187761
217.0,0.680381152424905,0.7055095761735299,0.6561477380505284,0.01850400580779206,0.0008033011778851245
218.0,0.6796064732141929,0.7046897008026565,0.6554160759158993,0.018491997966983725,0.0007906212946064685
219.0,0.6791266021846811,0.7041821003055931,0.6549626035577418,0.01848473958908323,0.0007876533440711569
220.0,0.6787440467008536,0.7037776539057524,0.6546008933008055,0.01847910155646588,0.0007978319566524832
221.0,0.6775152079505463,0.7024797482506795,0.6534378509134384,0.01846185591046029,0.0008057904991150077
222.0,0.6771440011169815,0.7020879487671642,0.653086267976204,0.018456830955611375,0.000754217733073291
