,means,coef
n_exposures,1.194698621035331,0.49744388355037655
in_startup_period,0.04329226357691546,0.46355747061802
is_link_or_spur,0.6536385783725186,-1.0276359797143426
is_spoke,0.32537971068551913,-0.20387767593739972
is_in_deads,0.22981967385095992,-1.9833200059276674
n_rim_connections,1.4554546620196063,0.27094685412731145
n_existing_leads,10.379652402988729,0.02024070282524069
n_triangle_paths,0.1682733217545373,0.008533937192538234
