,means,coef
n_exposures,1.625328492045979,-0.3090804583346521
in_startup_period,0.01398222632349696,1.0
is_link_or_spur,0.5342133242392024,3.0583842499661857
is_spoke,0.42420108728359646,1.7772541578811072
n_rim_connections,4.239202391221489,-0.40392081888615033
n_existing_leads,14.849766294208509,-0.01183062597014018
n_triangle_paths,0.5613552929848141,-0.3906881302795592
